"cf_if","first_name","last_name","email","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category","subcategory"
733,"Grit","Knight","grit.knight@web.de","Craig, Ellis and Miller","Persevering 5thgeneration throughput","84500.0","193101.0","successful",2414,"US","USD","1970-01-01","1970-01-01","music","electric music"
2394,"Nico","Kaiser","nico.kaiser@almonte.com","Santos Group","Secured dynamic capacity","5600.0","9508.0","successful",122,"US","USD","1970-01-01","1970-01-01","music","electric music"
671,"Lotti","Morris","lotti.morris@yahoo.co.uk","Walker, Taylor and Coleman","Multi-tiered directional open architecture","4200.0","10295.0","successful",98,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1683,"Reinhilde","White","reinhilde.white@voila.fr","Rodriguez, Rose and Stewart","Cloned directional synergy","28200.0","18829.0","failed",200,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2181,"Briana","Etienne","briana.etienne@bishop-coates.com","Hill, Lawson and Wilkinson","Multi-tiered eco-centric architecture","4900.0","6430.0","successful",71,"AU","AUD","1970-01-01","1970-01-01","music","indie rock"
2912,"Abril","Lowery","abril.lowery@novak.net","Smith, Wells and Nguyen","Self-enabling grid-enabled initiative","119200.0","170623.0","successful",1917,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2465,"Natalie","Lerma","natalie.lerma@boucher.com","Avila-Jones","Implemented discrete secured line","5400.0","7322.0","successful",70,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2757,"Mehdi","Todd","mehdi.todd@web.de","Payne, Oliver and Burch","Managed fresh-thinking flexibility","6200.0","13632.0","successful",195,"US","USD","1970-01-01","1970-01-01","music","indie rock"
64,"Gioffre","Stein","gioffre.stein@hotmail.com.au","Bowen, Mcdonald and Hall","User-centric fault-tolerant task-force","41500.0","175573.0","successful",3376,"US","USD","1970-01-01","1970-01-01","music","indie rock"
625,"Steffen","Mangold","steffen.mangold@paul.net","Rodriguez-Brown","Devolved foreground benchmark","171300.0","100650.0","failed",1059,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2915,"Gilberto","Evans","gilberto.evans@salcedo-archuleta.net","Hernandez Group","Ergonomic uniform open system","128100.0","40107.0","failed",955,"DK","DKK","1970-01-01","1970-01-01","music","indie rock"
1458,"Timoteo","Bolnbach","timoteo.bolnbach@laboratorios.com","Summers, Gallegos and Stein","Mandatory mobile product","188100.0","5528.0","failed",67,"US","USD","1970-01-01","1970-01-01","music","indie rock"
3195,"Nancy","Hayes","nancy.hayes@hotmail.com","Calhoun, Rogers and Long","Progressive discrete hub","6600.0","3012.0","failed",65,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2691,"Benita","Pottier","benita.pottier@sfr.fr","Morgan-Warren","Face-to-face encompassing info-mediaries","87900.0","171549.0","successful",4289,"US","USD","1970-01-01","1970-01-01","music","indie rock"
735,"Laetitia","Gallet","laetitia.gallet@aubry.org","Lloyd, Kennedy and Davis","Compatible multimedia hub","1700.0","5328.0","successful",107,"US","USD","1970-01-01","1970-01-01","music","indie rock"
3168,"Bernard","Durand","bernard.durand@royer.com","Guerrero, Flores and Jenkins","Networked optimal architecture","3400.0","2809.0","failed",32,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2545,"Federico","Marie","federico.marie@jourdan.fr","Harris-Perry","User-centric 6thgeneration attitude","4100.0","3087.0","canceled",75,"US","USD","1970-01-01","1970-01-01","music","indie rock"
80,"Toby","Etzler","toby.etzler@industrias.com","Guzman Group","Ameliorated disintermediate utilization","114300.0","96777.0","failed",1257,"US","USD","1970-01-01","1970-01-01","music","indie rock"
116,"Karina","Arreola","karina.arreola@yahoo.com.au","Little-Marsh","Virtual attitude-oriented migration","8000.0","2758.0","failed",25,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2087,"Alberico","Herve","alberico.herve@beer.net","Ramirez-Myers","Switchable intangible definition","900.0","14547.0","successful",186,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1409,"Arnaldo","Ocasio","arnaldo.ocasio@hotmail.com","Leblanc-Pineda","Future-proofed upward-trending contingency","2700.0","1479.0","failed",25,"US","USD","1970-01-01","1970-01-01","music","indie rock"
764,"Antonia","Kline","antonia.kline@gmail.com","Cruz Ltd","Exclusive dynamic adapter","114800.0","12938.0","canceled",145,"CH","CHF","1970-01-01","1970-01-01","music","indie rock"
1635,"Terri","Iannelli","terri.iannelli@hotmail.com","Acosta, Mullins and Morris","Pre-emptive interactive model","97300.0","62127.0","failed",941,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1653,"Jessika","Meunier","jessika.meunier@gmx.de","Schmidt-Gomez","User-centric impactful projection","5100.0","2064.0","failed",83,"US","USD","1970-01-01","1970-01-01","music","indie rock"
3158,"Paula","Canales","paula.canales@gilmore-guerrero.com","Hensley Ltd","Versatile global attitude","6200.0","10938.0","successful",296,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1646,"Eric","Barnes","eric.barnes@barrett-winter.com","Wilson, Brooks and Clark","Operative well-modulated data-warehouse","146400.0","152438.0","successful",1605,"US","USD","1970-01-01","1970-01-01","music","indie rock"
726,"Leokadia","Verdier","leokadia.verdier@hotmail.com.au","Avila, Ford and Welch","Focused leadingedge matrix","9000.0","7227.0","failed",80,"GB","GBP","1970-01-01","1970-01-01","music","indie rock"
2082,"Cilli","Watts","cilli.watts@yahoo.com","Holt, Bernard and Johnson","Multi-lateral didactic encoding","115600.0","184086.0","successful",2218,"GB","GBP","1970-01-01","1970-01-01","music","indie rock"
1807,"Raphaela","Gotthard","raphaela.gotthard@outlook.com","Harrison-Bridges","Profit-focused exuding moderator","77000.0","1930.0","failed",49,"GB","GBP","1970-01-01","1970-01-01","music","indie rock"
1436,"Dale","Leblanc","dale.leblanc@stewart.com","Morrison-Henderson","De-engineered disintermediate encoding","100.0","4.0","canceled",1,"CH","CHF","1970-01-01","1970-01-01","music","indie rock"
2704,"Melania","Klemm","melania.klemm@seidel.com","Ritter PLC","Multi-channeled upward-trending application","9500.0","14408.0","successful",554,"CA","CAD","1970-01-01","1970-01-01","music","indie rock"
68,"Rufino","Gallegos","rufino.gallegos@webster-newton.co.uk","Burnett-Mora","Quality-focused 24/7 superstructure","6400.0","12129.0","successful",238,"GB","GBP","1970-01-01","1970-01-01","music","indie rock"
1260,"Yvonne","Stout","yvonne.stout@sims.edu","Smith-Smith","Total leadingedge neural-net","189000.0","5916.0","failed",64,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2929,"Yeni","Tejada","yeni.tejada@olson.edu.au","Dunn, Moreno and Green","Intuitive object-oriented task-force","1900.0","2884.0","successful",96,"US","USD","1970-01-01","1970-01-01","music","indie rock"
255,"Soledad","Soto","soledad.soto@hotmail.de","Robinson Group","Re-contextualized homogeneous flexibility","16200.0","75955.0","successful",1101,"US","USD","1970-01-01","1970-01-01","music","indie rock"
842,"Gary","Armani","gary.armani@web.de","Turner, Scott and Gentry","Assimilated regional groupware","5600.0","2445.0","failed",58,"IT","EUR","1970-01-01","1970-01-01","music","indie rock"
2392,"Lodovico","Conley","lodovico.conley@yahoo.com","Gardner Inc","Function-based systematic Graphical User Interface","3700.0","5028.0","successful",180,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1699,"Tadeusz","Medina","tadeusz.medina@jackson-clark.net","Meyer-Avila","Multi-tiered discrete support","10000.0","6100.0","failed",191,"US","USD","1970-01-01","1970-01-01","music","indie rock"
335,"Mark","Trapanese","mark.trapanese@gmail.com","Matthews LLC","Advanced transitional help-desk","3900.0","8125.0","successful",198,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2711,"Valentina","Pages","valentina.pages@hotmail.de","Johnson-Pace","Persistent 3rdgeneration moratorium","149600.0","169586.0","successful",5139,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1169,"Istvan","Draghi","istvan.draghi@ifrance.com","Macias Inc","Optimized didactic intranet","8100.0","6086.0","failed",94,"US","USD","1970-01-01","1970-01-01","music","indie rock"
342,"Aurelio","Gertz","aurelio.gertz@hewitt.net","Jones-Ryan","Vision-oriented uniform instruction set","6700.0","8917.0","successful",307,"US","USD","1970-01-01","1970-01-01","music","indie rock"
3061,"Eitel","Lombard","eitel.lombard@thomas.net","Collier LLC","Secured well-modulated projection","17100.0","111502.0","successful",1467,"CA","CAD","1970-01-01","1970-01-01","music","indie rock"
1336,"Hugh","Cantu","hugh.cantu@libero.it","Sanders LLC","Multi-tiered explicit focus group","150600.0","127745.0","failed",1825,"US","USD","1970-01-01","1970-01-01","music","indie rock"
1062,"Kirsty","Lamy","kirsty.lamy@alonzi.it","Christian, Kim and Jimenez","Devolved foreground throughput","134400.0","155849.0","successful",1470,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2250,"Clara","Armstrong","clara.armstrong@vodafone.it","Thomas, Clay and Mendoza","Multi-channeled reciprocal interface","800.0","2991.0","successful",32,"US","USD","1970-01-01","1970-01-01","music","indie rock"
2175,"Gareth","Comolli","gareth.comolli@tiscali.fr","Taylor, Santiago and Flores","Polarized composite customer loyalty","66600.0","37823.0","failed",374,"US","USD","1970-01-01","1970-01-01","music","indie rock"
378,"Nicholas","Christian","nicholas.christian@hotmail.de","Jones, Taylor and Moore","Down-sized system-worthy secured line","100.0","2.0","failed",1,"IT","EUR","1970-01-01","1970-01-01","music","metal"
747,"Diana","Schuchhardt","diana.schuchhardt@libero.it","Davis-Michael","Progressive tertiary framework","3900.0","4776.0","successful",85,"GB","GBP","1970-01-01","1970-01-01","music","metal"
1221,"Lara","Jacob","lara.jacob@buckley.org","Sandoval Group","Assimilated multi-tasking archive","7100.0","8716.0","successful",126,"US","USD","1970-01-01","1970-01-01","music","metal"
2836,"Giorgia","Dijoux","giorgia.dijoux@paul.com","Garcia Ltd","Secured global success","5600.0","5476.0","failed",137,"DK","DKK","1970-01-01","1970-01-01","music","metal"
467,"Carole","Nohlmans","carole.nohlmans@yahoo.com","Roberts, Hinton and Williams","Programmable static middleware","35000.0","177936.0","successful",3016,"US","USD","1970-01-01","1970-01-01","music","metal"
1277,"Ricky","Harrell","ricky.harrell@martin.edu","Marquez-Kerr","Automated hybrid orchestration","15800.0","83267.0","successful",980,"US","USD","1970-01-01","1970-01-01","music","metal"
2663,"Nicolaus","Bernetti","nicolaus.bernetti@aol.de","Lutz Group","Enterprise-wide foreground paradigm","2700.0","1012.0","failed",12,"IT","EUR","1970-01-01","1970-01-01","music","metal"
1057,"Antonio","Gibson","antonio.gibson@faust.net","Wright, Brooks and Villarreal","Reverse-engineered bifurcated strategy","6600.0","11746.0","successful",131,"US","USD","1970-01-01","1970-01-01","music","jazz"
1556,"Miranda","Lacombe","miranda.lacombe@longoria-vanegas.net","Collins-Goodman","Cross-platform even-keeled initiative","1400.0","9253.0","successful",88,"US","USD","1970-01-01","1970-01-01","music","jazz"
2110,"Courtney","Fiebig","courtney.fiebig@doerschner.com","Daniel-Luna","Mandatory multimedia leverage","75000.0","2529.0","failed",40,"US","USD","1970-01-01","1970-01-01","music","jazz"
647,"Rafael","Alexander","rafael.alexander@jenkins.com","Cole LLC","Proactive responsive emulation","111900.0","85902.0","failed",3182,"IT","EUR","1970-01-01","1970-01-01","music","jazz"
2314,"Benjamin","Schultz","benjamin.schultz@rivero-davila.com","Shannon Ltd","Pre-emptive neutral capacity","100.0","5.0","failed",1,"US","USD","1970-01-01","1970-01-01","music","jazz"
308,"Gerdi","Guerrero","gerdi.guerrero@tele2.fr","Owens, Hall and Gonzalez","De-engineered static orchestration","62800.0","143788.0","successful",3059,"CA","CAD","1970-01-01","1970-01-01","music","jazz"
2349,"Jasmine","Juvara","jasmine.juvara@yahoo.com.au","King-Nguyen","Open-source incremental throughput","1300.0","13678.0","successful",249,"US","USD","1970-01-01","1970-01-01","music","jazz"
2371,"Timothy","Weitzel","timothy.weitzel@gmail.com","Stevens Inc","Adaptive 24hour projection","8200.0","1546.0","canceled",37,"US","USD","1970-01-01","1970-01-01","music","jazz"
1423,"Francesca","Kade","francesca.kade@luna-rael.org","Franklin Inc","Focused multimedia knowledgebase","6200.0","6269.0","successful",87,"US","USD","1970-01-01","1970-01-01","music","jazz"
569,"Leonardo","Guzman","leonardo.guzman@andreozzi-abba.com","Johnson Group","Compatible full-range leverage","3900.0","11075.0","successful",316,"US","USD","1970-01-01","1970-01-01","music","jazz"
1805,"Bethany","Hartmann","bethany.hartmann@yahoo.com","Wilson, Wilson and Mathis","Optional asymmetric success","100.0","2.0","failed",1,"US","USD","1970-01-01","1970-01-01","music","jazz"
2747,"Marisela","Mende","marisela.mende@godoy-enriquez.com","Smith Group","Right-sized secondary challenge","106800.0","57872.0","failed",752,"DK","DKK","1970-01-01","1970-01-01","music","jazz"
3129,"Krystal","Ammaniti","krystal.ammaniti@barbier.fr","Young PLC","Optional maximized attitude","79400.0","26571.0","failed",1063,"US","USD","1970-01-01","1970-01-01","music","jazz"
2089,"Alwine","Kostolzin","alwine.kostolzin@holloway.com","Davis Ltd","Upgradable uniform service-desk","3500.0","6204.0","successful",100,"AU","AUD","1970-01-01","1970-01-01","music","jazz"
2504,"Gonzalo","Montes","gonzalo.montes@hotmail.com","Smith-Brown","Object-based content-based ability","1500.0","10946.0","successful",207,"IT","EUR","1970-01-01","1970-01-01","music","jazz"
2575,"Luigi","Bonnet","luigi.bonnet@carriera-federico.it","Cook-Ortiz","Right-sized dedicated standardization","17700.0","150960.0","successful",1797,"US","USD","1970-01-01","1970-01-01","music","jazz"
2444,"Christelle","Blasi","christelle.blasi@morris-chan.com","Best-Young","Implemented multimedia time-frame","3100.0","12620.0","successful",123,"CH","CHF","1970-01-01","1970-01-01","music","jazz"
2107,"Hector","Morrison","hector.morrison@web.de","Gates PLC","Secured content-based product","4500.0","13985.0","successful",159,"US","USD","1970-01-01","1970-01-01","music","world music"
1381,"Raffaella","Esquivel","raffaella.esquivel@gmail.com","Soto-Anthony","Ameliorated logistical capability","51400.0","90440.0","successful",2261,"US","USD","1970-01-01","1970-01-01","music","world music"
2040,"Lilija","Charles","lilija.charles@gmail.com","Howard-Douglas","Organized human-resource attitude","88400.0","121138.0","successful",1573,"US","USD","1970-01-01","1970-01-01","music","world music"
1812,"Sofie","Woods","sofie.woods@riviere.com","Melton, Robinson and Fritz","Function-based leadingedge pricing structure","108400.0","142523.0","successful",1425,"AU","AUD","1970-01-01","1970-01-01","technology","web"
1969,"Laurie","Fibonacci","laurie.fibonacci@gmail.com","Sparks-West","Organized incremental standardization","2000.0","14452.0","successful",249,"US","USD","1970-01-01","1970-01-01","technology","web"
1291,"Bryan","Ross","bryan.ross@yahoo.com","Mosley-Gilbert","Vision-oriented logistical intranet","2800.0","2734.0","failed",38,"US","USD","1970-01-01","1970-01-01","technology","web"
580,"Mary","Etzold","mary.etzold@conrad-harrison.com","Hanson Inc","Grass-roots web-enabled contingency","2900.0","8807.0","successful",180,"GB","GBP","1970-01-01","1970-01-01","technology","web"
478,"Ottone","Sullivan","ottone.sullivan@hussain-kaur.com","Charles-Johnson","Total fresh-thinking system engine","6800.0","9829.0","successful",95,"US","USD","1970-01-01","1970-01-01","technology","web"
718,"Gudrun","Mueller","gudrun.mueller@dillon-fuller.info","Jones-Meyer","Re-engineered client-driven hub","4700.0","12635.0","successful",361,"AU","AUD","1970-01-01","1970-01-01","technology","web"
1106,"Pedro","Wilson","pedro.wilson@outlook.com","Fleming, Zhang and Henderson","Distributed 5thgeneration implementation","164700.0","166116.0","successful",2443,"GB","GBP","1970-01-01","1970-01-01","technology","web"
